station_id,state,station_name,latitude,longitude,html_url,rss_url,xml_url
CWOE,AB,Onefour Automatic Weather Reporting System,49.11667,-110.46667,https://forecast.weather.gov/data/obhistory/CWOE.html,https://forecast.weather.gov/xml/current_obs/CWOE.rss,https://forecast.weather.gov/xml/current_obs/CWOE.xml
CWRT,AB,Crowsnest,49.63333,-114.48333,https://forecast.weather.gov/data/obhistory/CWRT.html,https://forecast.weather.gov/xml/current_obs/CWRT.rss,https://forecast.weather.gov/xml/current_obs/CWRT.xml
CWRY,AB,Milk River,49.13333,-112.05,https://forecast.weather.gov/data/obhistory/CWRY.html,https://forecast.weather.gov/xml/current_obs/CWRY.rss,https://forecast.weather.gov/xml/current_obs/CWRY.xml
CWXA,AB,Bow Valley,51.08333,-115.06667,https://forecast.weather.gov/data/obhistory/CWXA.html,https://forecast.weather.gov/xml/current_obs/CWXA.rss,https://forecast.weather.gov/xml/current_obs/CWXA.xml
CWXL,AB,Bow Island,49.63333,-111.45,https://forecast.weather.gov/data/obhistory/CWXL.html,https://forecast.weather.gov/xml/current_obs/CWXL.rss,https://forecast.weather.gov/xml/current_obs/CWXL.xml
CWZG,AB,Banff Marine Aviation Reporting Station,51.2,-115.55,https://forecast.weather.gov/data/obhistory/CWZG.html,https://forecast.weather.gov/xml/current_obs/CWZG.rss,https://forecast.weather.gov/xml/current_obs/CWZG.xml
PABV,AK,"Birchwood, Birchwood Airport",61.41667,-149.51667,https://forecast.weather.gov/data/obhistory/PABV.html,https://forecast.weather.gov/xml/current_obs/PABV.rss,https://forecast.weather.gov/xml/current_obs/PABV.xml
PASA,AK,Savoonga Airport,63.68333,-170.5,https://forecast.weather.gov/data/obhistory/PASA.html,https://forecast.weather.gov/xml/current_obs/PASA.rss,https://forecast.weather.gov/xml/current_obs/PASA.xml
PAWD,AK,Seward,60.11667,-149.45,https://forecast.weather.gov/data/obhistory/PAWD.html,https://forecast.weather.gov/xml/current_obs/PAWD.rss,https://forecast.weather.gov/xml/current_obs/PAWD.xml
PFCB,AK,Chenega Bay Airport,60.07856,-147.99473,https://forecast.weather.gov/data/obhistory/PFCB.html,https://forecast.weather.gov/xml/current_obs/PFCB.rss,https://forecast.weather.gov/xml/current_obs/PFCB.xml
PASX,AK,Soldotna,60.48333,-151.03333,https://forecast.weather.gov/data/obhistory/PASX.html,https://forecast.weather.gov/xml/current_obs/PASX.rss,https://forecast.weather.gov/xml/current_obs/PASX.xml
PABE,AK,"Bethel, Bethel Airport",60.77972,-161.83778,https://forecast.weather.gov/data/obhistory/PABE.html,https://forecast.weather.gov/xml/current_obs/PABE.rss,https://forecast.weather.gov/xml/current_obs/PABE.xml
PAJN,AK,"Juneau, Juneau International Airport",58.35472,-134.57611,https://forecast.weather.gov/data/obhistory/PAJN.html,https://forecast.weather.gov/xml/current_obs/PAJN.rss,https://forecast.weather.gov/xml/current_obs/PAJN.xml
PAFA,AK,"Fairbanks, Fairbanks International Airport",64.80389,-147.87611,https://forecast.weather.gov/data/obhistory/PAFA.html,https://forecast.weather.gov/xml/current_obs/PAFA.rss,https://forecast.weather.gov/xml/current_obs/PAFA.xml
PAOM,AK,"Nome, Nome Airport",64.51194,-165.445,https://forecast.weather.gov/data/obhistory/PAOM.html,https://forecast.weather.gov/xml/current_obs/PAOM.rss,https://forecast.weather.gov/xml/current_obs/PAOM.xml
PABI,AK,"Delta Junction/Ft Greely, Allen Army Airfield",64,-145.73333,https://forecast.weather.gov/data/obhistory/PABI.html,https://forecast.weather.gov/xml/current_obs/PABI.rss,https://forecast.weather.gov/xml/current_obs/PABI.xml
PATA,AK,"Tanana, Calhoun Memorial Airport",65.16667,-152.1,https://forecast.weather.gov/data/obhistory/PATA.html,https://forecast.weather.gov/xml/current_obs/PATA.rss,https://forecast.weather.gov/xml/current_obs/PATA.xml
PAOH,AK,Hoonah - Hoonah Seaplane Base,58.097,-135.414,https://forecast.weather.gov/data/obhistory/PAOH.html,https://forecast.weather.gov/xml/current_obs/PAOH.rss,https://forecast.weather.gov/xml/current_obs/PAOH.xml
PAFE,AK,Kake - Kake Airport,56.964,-133.913,https://forecast.weather.gov/data/obhistory/PAFE.html,https://forecast.weather.gov/xml/current_obs/PAFE.rss,https://forecast.weather.gov/xml/current_obs/PAFE.xml
PASM,AK,"St. Mary's, St. Mary's Airport",62.05,-163.3,https://forecast.weather.gov/data/obhistory/PASM.html,https://forecast.weather.gov/xml/current_obs/PASM.rss,https://forecast.weather.gov/xml/current_obs/PASM.xml
PAKT,AK,"Ketchikan, Ketchikan International Airport",55.35556,-131.71361,https://forecast.weather.gov/data/obhistory/PAKT.html,https://forecast.weather.gov/xml/current_obs/PAKT.rss,https://forecast.weather.gov/xml/current_obs/PAKT.xml
PAOR,AK,"Northway, Northway Airport",62.96111,-141.92889,https://forecast.weather.gov/data/obhistory/PAOR.html,https://forecast.weather.gov/xml/current_obs/PAOR.rss,https://forecast.weather.gov/xml/current_obs/PAOR.xml
PATK,AK,"Talkeetna, Talkeetna Airport",62.32056,-150.09361,https://forecast.weather.gov/data/obhistory/PATK.html,https://forecast.weather.gov/xml/current_obs/PATK.rss,https://forecast.weather.gov/xml/current_obs/PATK.xml
PAOT,AK,Ralph Wien Memorial Airport,66.88576,-162.60624,https://forecast.weather.gov/data/obhistory/PAOT.html,https://forecast.weather.gov/xml/current_obs/PAOT.rss,https://forecast.weather.gov/xml/current_obs/PAOT.xml
PATG,AK,"Togiac Village, Togiak Airport",59.05,-160.4,https://forecast.weather.gov/data/obhistory/PATG.html,https://forecast.weather.gov/xml/current_obs/PATG.rss,https://forecast.weather.gov/xml/current_obs/PATG.xml
PABR,AK,Wiley Post-Will Rogers Memorial Airport,71.28528,-156.76583,https://forecast.weather.gov/data/obhistory/PABR.html,https://forecast.weather.gov/xml/current_obs/PABR.rss,https://forecast.weather.gov/xml/current_obs/PABR.xml
PABA,AK,"Barter Island, Barter Island LRRS Airport",70.13389,-143.57694,https://forecast.weather.gov/data/obhistory/PABA.html,https://forecast.weather.gov/xml/current_obs/PABA.rss,https://forecast.weather.gov/xml/current_obs/PABA.xml
PALH,AK,"Anchorage, Lake Hood Seaplane Base",61.18333,-149.96667,https://forecast.weather.gov/data/obhistory/PALH.html,https://forecast.weather.gov/xml/current_obs/PALH.rss,https://forecast.weather.gov/xml/current_obs/PALH.xml
PABT,AK,"Bettles, Bettles Airport",66.91667,-151.51667,https://forecast.weather.gov/data/obhistory/PABT.html,https://forecast.weather.gov/xml/current_obs/PABT.rss,https://forecast.weather.gov/xml/current_obs/PABT.xml
PAAK,AK,"Atka, Atka Airport",52.22028,-174.20639,https://forecast.weather.gov/data/obhistory/PAAK.html,https://forecast.weather.gov/xml/current_obs/PAAK.rss,https://forecast.weather.gov/xml/current_obs/PAAK.xml
PAKI,AK,"Kipnuk, Kipnuk Airport",59.93278,-164.03028,https://forecast.weather.gov/data/obhistory/PAKI.html,https://forecast.weather.gov/xml/current_obs/PAKI.rss,https://forecast.weather.gov/xml/current_obs/PAKI.xml
PAAQ,AK,"Palmer, Palmer Municipal Airport",61.6,-149.08333,https://forecast.weather.gov/data/obhistory/PAAQ.html,https://forecast.weather.gov/xml/current_obs/PAAQ.rss,https://forecast.weather.gov/xml/current_obs/PAAQ.xml
PABL,AK,"Buckland, Buckland Airport",65.98222,-161.15194,https://forecast.weather.gov/data/obhistory/PABL.html,https://forecast.weather.gov/xml/current_obs/PABL.rss,https://forecast.weather.gov/xml/current_obs/PABL.xml
PACZ,AK,"Cape Romanzof, Cape Romanzof LRRS Airport",61.78333,-166.03333,https://forecast.weather.gov/data/obhistory/PACZ.html,https://forecast.weather.gov/xml/current_obs/PACZ.rss,https://forecast.weather.gov/xml/current_obs/PACZ.xml
PADE,AK,"Deering, Deering/New Airport",66.08333,-162.75,https://forecast.weather.gov/data/obhistory/PADE.html,https://forecast.weather.gov/xml/current_obs/PADE.rss,https://forecast.weather.gov/xml/current_obs/PADE.xml
PAED,AK,"Anchorage, Elmendorf Air Force Base",61.25306,-149.79389,https://forecast.weather.gov/data/obhistory/PAED.html,https://forecast.weather.gov/xml/current_obs/PAED.rss,https://forecast.weather.gov/xml/current_obs/PAED.xml
PAEH,AK,"Cape Newenham, Cape Newenham LRRS Airport",58.65,-162.06667,https://forecast.weather.gov/data/obhistory/PAEH.html,https://forecast.weather.gov/xml/current_obs/PAEH.rss,https://forecast.weather.gov/xml/current_obs/PAEH.xml
PAKU,AK,"Kuparuk, Ugnu-Kuparuk Airport",70.31667,-149.58333,https://forecast.weather.gov/data/obhistory/PAKU.html,https://forecast.weather.gov/xml/current_obs/PAKU.rss,https://forecast.weather.gov/xml/current_obs/PAKU.xml
PAEI,AK,"Fairbanks, Eielson Air Force Base",64.65,-147.1,https://forecast.weather.gov/data/obhistory/PAEI.html,https://forecast.weather.gov/xml/current_obs/PAEI.rss,https://forecast.weather.gov/xml/current_obs/PAEI.xml
PAFB,AK,Fort Wainwright AAF,64.83667,-147.59556,https://forecast.weather.gov/data/obhistory/PAFB.html,https://forecast.weather.gov/xml/current_obs/PAFB.rss,https://forecast.weather.gov/xml/current_obs/PAFB.xml
PAFR,AK,"Ft. Richardson / Bryant U. S. Army Heliport, Ak",61.26667,-149.65,https://forecast.weather.gov/data/obhistory/PAFR.html,https://forecast.weather.gov/xml/current_obs/PAFR.rss,https://forecast.weather.gov/xml/current_obs/PAFR.xml
PAGL,AK,"Golovin, Golovin Airport",64.54333,-163.03944,https://forecast.weather.gov/data/obhistory/PAGL.html,https://forecast.weather.gov/xml/current_obs/PAGL.rss,https://forecast.weather.gov/xml/current_obs/PAGL.xml
PFYU,AK,"Fort Yukon, Fort Yukon Airport",66.56667,-145.26667,https://forecast.weather.gov/data/obhistory/PFYU.html,https://forecast.weather.gov/xml/current_obs/PFYU.rss,https://forecast.weather.gov/xml/current_obs/PFYU.xml
PAHX,AK,Shageluk Airport,62.6923,-159.5692,https://forecast.weather.gov/data/obhistory/PAHX.html,https://forecast.weather.gov/xml/current_obs/PAHX.rss,https://forecast.weather.gov/xml/current_obs/PAHX.xml
PAIK,AK,Kinana / Bob Baker Me,66.98333,-160.43333,https://forecast.weather.gov/data/obhistory/PAIK.html,https://forecast.weather.gov/xml/current_obs/PAIK.rss,https://forecast.weather.gov/xml/current_obs/PAIK.xml
PAIM,AK,"Utopia Creek, Indian Mountain LRRS Airport",66,-153.7,https://forecast.weather.gov/data/obhistory/PAIM.html,https://forecast.weather.gov/xml/current_obs/PAIM.rss,https://forecast.weather.gov/xml/current_obs/PAIM.xml
PAJC,AK,"Chignik, Chignik Airport",56.31139,-158.37333,https://forecast.weather.gov/data/obhistory/PAJC.html,https://forecast.weather.gov/xml/current_obs/PAJC.rss,https://forecast.weather.gov/xml/current_obs/PAJC.xml
PAGA,AK,"Galena, Edward G. Pitka Sr. Airport",64.73333,-156.93333,https://forecast.weather.gov/data/obhistory/PAGA.html,https://forecast.weather.gov/xml/current_obs/PAGA.rss,https://forecast.weather.gov/xml/current_obs/PAGA.xml
PAPO,AK,"Point Hope, Point Hope Airport",68.35,-166.8,https://forecast.weather.gov/data/obhistory/PAPO.html,https://forecast.weather.gov/xml/current_obs/PAPO.rss,https://forecast.weather.gov/xml/current_obs/PAPO.xml
PAUN,AK,Unalakleet,63.88333,-160.8,https://forecast.weather.gov/data/obhistory/PAUN.html,https://forecast.weather.gov/xml/current_obs/PAUN.rss,https://forecast.weather.gov/xml/current_obs/PAUN.xml
PAGM,AK,"Gambell, Gambell Airport",63.76667,-171.73333,https://forecast.weather.gov/data/obhistory/PAGM.html,https://forecast.weather.gov/xml/current_obs/PAGM.rss,https://forecast.weather.gov/xml/current_obs/PAGM.xml
PAKK,AK,"Koyuk, Koyuk Airport",64.93389,-161.15806,https://forecast.weather.gov/data/obhistory/PAKK.html,https://forecast.weather.gov/xml/current_obs/PAKK.rss,https://forecast.weather.gov/xml/current_obs/PAKK.xml
PAKV,AK,"Kaltag, Kaltag Airport",64.31667,-158.73333,https://forecast.weather.gov/data/obhistory/PAKV.html,https://forecast.weather.gov/xml/current_obs/PAKV.rss,https://forecast.weather.gov/xml/current_obs/PAKV.xml
PALP,AK,"Deadhorse, Alpine Airstrip",70.33333,-150.93333,https://forecast.weather.gov/data/obhistory/PALP.html,https://forecast.weather.gov/xml/current_obs/PALP.rss,https://forecast.weather.gov/xml/current_obs/PALP.xml
PALU,AK,"Cape Lisburne, Cape Lisburne LRRS Airport",68.88333,-166.1,https://forecast.weather.gov/data/obhistory/PALU.html,https://forecast.weather.gov/xml/current_obs/PALU.rss,https://forecast.weather.gov/xml/current_obs/PALU.xml
PFTO,AK,Tok Junction Airport,63.32951,-142.95368,https://forecast.weather.gov/data/obhistory/PFTO.html,https://forecast.weather.gov/xml/current_obs/PFTO.rss,https://forecast.weather.gov/xml/current_obs/PFTO.xml
PACD,AK,"Cold Bay, Cold Bay Airport",55.22083,-162.72778,https://forecast.weather.gov/data/obhistory/PACD.html,https://forecast.weather.gov/xml/current_obs/PACD.rss,https://forecast.weather.gov/xml/current_obs/PACD.xml
PAMM,AK,"Metlakatla, Metlakatla Seaplane Base",55.13111,-131.57806,https://forecast.weather.gov/data/obhistory/PAMM.html,https://forecast.weather.gov/xml/current_obs/PAMM.rss,https://forecast.weather.gov/xml/current_obs/PAMM.xml
PAQH,AK,Quinhagak Airport,59.7551,-161.8454,https://forecast.weather.gov/data/obhistory/PAQH.html,https://forecast.weather.gov/xml/current_obs/PAQH.rss,https://forecast.weather.gov/xml/current_obs/PAQH.xml
PAPM,AK,Platinum,59.01667,-161.81667,https://forecast.weather.gov/data/obhistory/PAPM.html,https://forecast.weather.gov/xml/current_obs/PAPM.rss,https://forecast.weather.gov/xml/current_obs/PAPM.xml
PAQT,AK,"Nuiqsut, Nuiqsut Airport",70.21,-151.00556,https://forecast.weather.gov/data/obhistory/PAQT.html,https://forecast.weather.gov/xml/current_obs/PAQT.rss,https://forecast.weather.gov/xml/current_obs/PAQT.xml
PACV,AK,"Cordova, Merle K (Mudhole) Smith Airport",60.49167,-145.47778,https://forecast.weather.gov/data/obhistory/PACV.html,https://forecast.weather.gov/xml/current_obs/PACV.rss,https://forecast.weather.gov/xml/current_obs/PACV.xml
PAGK,AK,"Gulkana, Gulkana Airport",62.15,-145.45,https://forecast.weather.gov/data/obhistory/PAGK.html,https://forecast.weather.gov/xml/current_obs/PAGK.rss,https://forecast.weather.gov/xml/current_obs/PAGK.xml
PASK,AK,Selawik,66.61667,-160,https://forecast.weather.gov/data/obhistory/PASK.html,https://forecast.weather.gov/xml/current_obs/PASK.rss,https://forecast.weather.gov/xml/current_obs/PASK.xml
PASO,AK,"Seldovia, Seldovia Airport",59.45,-151.7,https://forecast.weather.gov/data/obhistory/PASO.html,https://forecast.weather.gov/xml/current_obs/PASO.rss,https://forecast.weather.gov/xml/current_obs/PASO.xml
PAVD,AK,Valdez 2,61.13333,-146.26667,https://forecast.weather.gov/data/obhistory/PAVD.html,https://forecast.weather.gov/xml/current_obs/PAVD.rss,https://forecast.weather.gov/xml/current_obs/PAVD.xml
PASV,AK,Sparrevohn Airways Facilities Sector,61.1,-155.56667,https://forecast.weather.gov/data/obhistory/PASV.html,https://forecast.weather.gov/xml/current_obs/PASV.rss,https://forecast.weather.gov/xml/current_obs/PASV.xml
PASY,AK,"Shemya, Eareckson AFB",52.71667,174.11667,https://forecast.weather.gov/data/obhistory/PASY.html,https://forecast.weather.gov/xml/current_obs/PASY.rss,https://forecast.weather.gov/xml/current_obs/PASY.xml
PATC,AK,Tin City Airways Facilities Sector,65.56667,-167.91667,https://forecast.weather.gov/data/obhistory/PATC.html,https://forecast.weather.gov/xml/current_obs/PATC.rss,https://forecast.weather.gov/xml/current_obs/PATC.xml
PATL,AK,"Takotna, Tatalina LRRS Airport",62.9,-155.98333,https://forecast.weather.gov/data/obhistory/PATL.html,https://forecast.weather.gov/xml/current_obs/PATL.rss,https://forecast.weather.gov/xml/current_obs/PATL.xml
PATO,AK,"Portage, Portage Glacier",60.78333,-148.83333,https://forecast.weather.gov/data/obhistory/PATO.html,https://forecast.weather.gov/xml/current_obs/PATO.rss,https://forecast.weather.gov/xml/current_obs/PATO.xml
PAVL,AK,"Kivalina, Kivalina Airport",67.73333,-164.55,https://forecast.weather.gov/data/obhistory/PAVL.html,https://forecast.weather.gov/xml/current_obs/PAVL.rss,https://forecast.weather.gov/xml/current_obs/PAVL.xml
PAWS,AK,"Wasilla, Wasilla Airport",61.57194,-149.54056,https://forecast.weather.gov/data/obhistory/PAWS.html,https://forecast.weather.gov/xml/current_obs/PAWS.rss,https://forecast.weather.gov/xml/current_obs/PAWS.xml
PFEL,AK,Elim Airport,64.615,-162.2705,https://forecast.weather.gov/data/obhistory/PFEL.html,https://forecast.weather.gov/xml/current_obs/PFEL.rss,https://forecast.weather.gov/xml/current_obs/PFEL.xml
PFKO,AK,Kotlik Airport,63.03058,-163.53264,https://forecast.weather.gov/data/obhistory/PFKO.html,https://forecast.weather.gov/xml/current_obs/PFKO.rss,https://forecast.weather.gov/xml/current_obs/PFKO.xml
PAPR,AK,"Prospect Creek, Prospect Creek Airport",66.81278,-150.64389,https://forecast.weather.gov/data/obhistory/PAPR.html,https://forecast.weather.gov/xml/current_obs/PAPR.rss,https://forecast.weather.gov/xml/current_obs/PAPR.xml
PAMC,AK,"McGrath, McGrath Airport",62.96667,-155.61667,https://forecast.weather.gov/data/obhistory/PAMC.html,https://forecast.weather.gov/xml/current_obs/PAMC.rss,https://forecast.weather.gov/xml/current_obs/PAMC.xml
PARY,AK,Ruby,64.7272,-155.4697,https://forecast.weather.gov/data/obhistory/PARY.html,https://forecast.weather.gov/xml/current_obs/PARY.rss,https://forecast.weather.gov/xml/current_obs/PARY.xml
PAMD,AK,Middleton Island Airport,59.4423,-146.3166,https://forecast.weather.gov/data/obhistory/PAMD.html,https://forecast.weather.gov/xml/current_obs/PAMD.rss,https://forecast.weather.gov/xml/current_obs/PAMD.xml
PAPT,AK,Puntilla,62.1,-152.75,https://forecast.weather.gov/data/obhistory/PAPT.html,https://forecast.weather.gov/xml/current_obs/PAPT.rss,https://forecast.weather.gov/xml/current_obs/PAPT.xml
PAGS,AK,"Gustavus, Gustavus Airport",58.41667,-135.7,https://forecast.weather.gov/data/obhistory/PAGS.html,https://forecast.weather.gov/xml/current_obs/PAGS.rss,https://forecast.weather.gov/xml/current_obs/PAGS.xml
PAWG,AK,Wrangell,56.48333,-132.36667,https://forecast.weather.gov/data/obhistory/PAWG.html,https://forecast.weather.gov/xml/current_obs/PAWG.rss,https://forecast.weather.gov/xml/current_obs/PAWG.xml
PAHL,AK,"Huslia, Huslia Airport",65.6975,-156.35111,https://forecast.weather.gov/data/obhistory/PAHL.html,https://forecast.weather.gov/xml/current_obs/PAHL.rss,https://forecast.weather.gov/xml/current_obs/PAHL.xml
PAWN,AK,"Noatak, Noatak Airport",67.56667,-162.98333,https://forecast.weather.gov/data/obhistory/PAWN.html,https://forecast.weather.gov/xml/current_obs/PAWN.rss,https://forecast.weather.gov/xml/current_obs/PAWN.xml
PAMH,AK,"Minchumina, Minchumina Airport",63.88056,-152.30056,https://forecast.weather.gov/data/obhistory/PAMH.html,https://forecast.weather.gov/xml/current_obs/PAMH.rss,https://forecast.weather.gov/xml/current_obs/PAMH.xml
PAPG,AK,Petersburg,56.8017,-132.9453,https://forecast.weather.gov/data/obhistory/PAPG.html,https://forecast.weather.gov/xml/current_obs/PAPG.rss,https://forecast.weather.gov/xml/current_obs/PAPG.xml
PAYA,AK,Yakutat,59.51667,-139.66667,https://forecast.weather.gov/data/obhistory/PAYA.html,https://forecast.weather.gov/xml/current_obs/PAYA.rss,https://forecast.weather.gov/xml/current_obs/PAYA.xml
PACX,AK,Coldfoot Airport,67.25217,-150.20391,https://forecast.weather.gov/data/obhistory/PACX.html,https://forecast.weather.gov/xml/current_obs/PACX.rss,https://forecast.weather.gov/xml/current_obs/PACX.xml
PADM,AK,Marshall,61.8643,-162.0261,https://forecast.weather.gov/data/obhistory/PADM.html,https://forecast.weather.gov/xml/current_obs/PADM.rss,https://forecast.weather.gov/xml/current_obs/PADM.xml
PAFS,AK,Nikolai,63.019,-154.358,https://forecast.weather.gov/data/obhistory/PAFS.html,https://forecast.weather.gov/xml/current_obs/PAFS.rss,https://forecast.weather.gov/xml/current_obs/PAFS.xml
PAHC,AK,Holy Cross,62.1873,-159.77657,https://forecast.weather.gov/data/obhistory/PAHC.html,https://forecast.weather.gov/xml/current_obs/PAHC.rss,https://forecast.weather.gov/xml/current_obs/PAHC.xml
PAIG,AK,Igiugig,59.32395,-155.90235,https://forecast.weather.gov/data/obhistory/PAIG.html,https://forecast.weather.gov/xml/current_obs/PAIG.rss,https://forecast.weather.gov/xml/current_obs/PAIG.xml
PADK,AK,"Adak Island, Adak Airport",51.87778,-176.64583,https://forecast.weather.gov/data/obhistory/PADK.html,https://forecast.weather.gov/xml/current_obs/PADK.rss,https://forecast.weather.gov/xml/current_obs/PADK.xml
PAJZ,AK,Koliganek,59.727,-157.259,https://forecast.weather.gov/data/obhistory/PAJZ.html,https://forecast.weather.gov/xml/current_obs/PAJZ.rss,https://forecast.weather.gov/xml/current_obs/PAJZ.xml
PALG,AK,Kalskag,61.5364,-160.3414,https://forecast.weather.gov/data/obhistory/PALG.html,https://forecast.weather.gov/xml/current_obs/PALG.rss,https://forecast.weather.gov/xml/current_obs/PALG.xml
PADQ,AK,"Kodiak, Kodiak Airport",57.75,-152.5,https://forecast.weather.gov/data/obhistory/PADQ.html,https://forecast.weather.gov/xml/current_obs/PADQ.rss,https://forecast.weather.gov/xml/current_obs/PADQ.xml
PAMB,AK,Manokotak,58.9902,-159.0499,https://forecast.weather.gov/data/obhistory/PAMB.html,https://forecast.weather.gov/xml/current_obs/PAMB.rss,https://forecast.weather.gov/xml/current_obs/PAMB.xml
PAMK,AK,St Michael Airport,63.49006,-162.11039,https://forecast.weather.gov/data/obhistory/PAMK.html,https://forecast.weather.gov/xml/current_obs/PAMK.rss,https://forecast.weather.gov/xml/current_obs/PAMK.xml
PANW,AK,New Stuyahok,59.45,-157.328,https://forecast.weather.gov/data/obhistory/PANW.html,https://forecast.weather.gov/xml/current_obs/PANW.rss,https://forecast.weather.gov/xml/current_obs/PANW.xml
PAOO,AK,Toksook Bay,60.53352,-165.1143,https://forecast.weather.gov/data/obhistory/PAOO.html,https://forecast.weather.gov/xml/current_obs/PAOO.rss,https://forecast.weather.gov/xml/current_obs/PAOO.xml
PAOU,AK,Nelson Lagoon,56.008,-161.16,https://forecast.weather.gov/data/obhistory/PAOU.html,https://forecast.weather.gov/xml/current_obs/PAOU.rss,https://forecast.weather.gov/xml/current_obs/PAOU.xml
PAPN,AK,Pilot Point Airport,57.58,-157.572,https://forecast.weather.gov/data/obhistory/PAPN.html,https://forecast.weather.gov/xml/current_obs/PAPN.rss,https://forecast.weather.gov/xml/current_obs/PAPN.xml
PARS,AK,Russian Mission,61.775,-161.3194,https://forecast.weather.gov/data/obhistory/PARS.html,https://forecast.weather.gov/xml/current_obs/PARS.rss,https://forecast.weather.gov/xml/current_obs/PARS.xml
PANU,AK,Nulato Airport,64.72933,-158.07422,https://forecast.weather.gov/data/obhistory/PANU.html,https://forecast.weather.gov/xml/current_obs/PANU.rss,https://forecast.weather.gov/xml/current_obs/PANU.xml
PAFM,AK,"Ambler, Ambler Airport",67.1,-157.85,https://forecast.weather.gov/data/obhistory/PAFM.html,https://forecast.weather.gov/xml/current_obs/PAFM.rss,https://forecast.weather.gov/xml/current_obs/PAFM.xml
